Title,Features.Handheld?,Features.Max Players,Features.Multiplatform?,Features.Online?,Metadata.Publishers,Metadata.Sequel?,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Rating,Release.Year,Metadata.Genres,Mean_length_completionist,Mean_length_main_story
Super Monkey Ball Adventure,TRUE,1,TRUE,TRUE,Sega,TRUE,56,0.05,24.95,Sony PSP,E,2006,Action,0,0
Ys VI: The Ark of Napishtim,TRUE,1,TRUE,TRUE,Konami,TRUE,64,0.05,16.95,Sony PSP,E,2006,Action,17.93333333,14.36666667
Bomberman Land Touch!,TRUE,1,TRUE,TRUE,,TRUE,78,0.04,24.95,Nintendo DS,E,2006,Action,0,15
Point Blank DS,TRUE,1,TRUE,TRUE,"Atari,Namco",TRUE,66,0.04,17.95,Nintendo DS,M,2006,Action,0,0.9
Scurge: Hive,TRUE,1,TRUE,TRUE,,TRUE,70,0.04,8.95,Nintendo DS,M,2006,Action,13.35,10.31666667
Star Trek: Tactical Assault,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,63,0.04,17.95,Nintendo DS,T,2006,Action,0,0
Tao's Adventure: Curse of the Demon Seal,TRUE,1,TRUE,TRUE,Konami,TRUE,50,0.04,14.95,Nintendo DS,E,2006,Role-Playing,0,45
Ford Bold Moves Street Racing,TRUE,1,TRUE,TRUE,Eidos,TRUE,52,0.04,17.95,Sony PSP,T,2006,Racing,0,0
Gitaroo Man Lives!,TRUE,1,TRUE,TRUE,,TRUE,80,0.04,22.95,Sony PSP,E,2006,Simulation,0,2.333333333
Gradius Collection,TRUE,1,TRUE,TRUE,Konami,TRUE,76,0.04,17.95,Sony PSP,T,2006,Action,0,10
The Legend of Heroes II: Prophecy of the Moonli...,TRUE,1,TRUE,TRUE,Namco,TRUE,63,0.04,17.95,Sony PSP,E,2006,Role-Playing,35,23.53333333
Pac-Man World Rally,TRUE,1,TRUE,TRUE,Namco,TRUE,51,0.04,17.95,Sony PSP,T,2006,Action,0,2.75
Bomberman: Act Zero,TRUE,1,TRUE,TRUE,Konami,TRUE,34,0.04,12.95,X360,E,2006,Action,0,0
Earth Defense Force 2017,TRUE,2,TRUE,TRUE,,TRUE,69,0.03,17.95,X360,T,2006,Action,60.5,9.85
WarTech: Senko no Ronde,TRUE,2,TRUE,TRUE,Ubisoft,TRUE,60,0.03,12.95,X360,T,2006,Action,101,0.85
MechAssault: Phantom War,TRUE,1,TRUE,TRUE,,TRUE,66,0.03,12.95,Nintendo DS,E,2006,Action,0,7.5
Astonishia Story,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,48,0.03,16.95,Sony PSP,T,2006,Role-Playing,16.73333333,19.15
B-Boy,TRUE,1,TRUE,TRUE,Sony,TRUE,50,0.03,17.95,Sony PSP,E,2006,Action,0,0
BattleZone,TRUE,1,TRUE,TRUE,Atari,TRUE,57,0.03,14.95,Sony PSP,E,2006,Action,0,0
Bounty Hounds,TRUE,1,TRUE,TRUE,Namco,TRUE,63,0.03,17.95,Sony PSP,T,2006,Action,0,0
Bubble Bobble Evolution,TRUE,1,TRUE,TRUE,,TRUE,47,0.03,12.95,Sony PSP,E,2006,Action,0,0
MotoGP,TRUE,1,TRUE,TRUE,Sony,TRUE,69,0.03,32.95,Sony PSP,E,2006,Racing,0,7.5
OutRun 2006: Coast 2 Coast,TRUE,1,TRUE,TRUE,Sega,TRUE,82,0.03,17.95,Sony PSP,E,2006,Racing,0,5.183333333
Warhammer: Battle for Atluma,TRUE,1,TRUE,TRUE,Namco,TRUE,55,0.03,17.95,Sony PSP,M,2006,Strategy,0,0
SBK: Snowboard Kids,TRUE,1,TRUE,TRUE,,TRUE,63,0.02,19.95,Nintendo DS,E,2006,Action,6.316666667,0
Tenchu: Dark Secret,TRUE,1,TRUE,TRUE,Nintendo,TRUE,37,0.02,14.95,Nintendo DS,E,2006,Action,0,7.1
Dungeon Maker: Hunting Ground,TRUE,1,TRUE,TRUE,,TRUE,70,0.02,14.95,Sony PSP,E,2006,Action,0,0
Metal Gear Solid: Digital Graphic Novel,TRUE,1,TRUE,TRUE,Konami,TRUE,78,0.02,17.95,Sony PSP,T,2006,Adventure,3,3.25
Star Trek: Tactical Assault,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,64,0.02,17.95,Sony PSP,E,2006,Action,0,0
Micro Machines V4,TRUE,2,TRUE,TRUE,,TRUE,61,0.01,17.95,Sony PSP,E,2006,Action,0,0
Platypus,TRUE,2,TRUE,TRUE,,TRUE,59,0.01,14.95,Sony PSP,T,2006,Action,0,1.433333333
Custom Robo Arena,TRUE,1,TRUE,TRUE,Nintendo,TRUE,74,0.01,17.95,Nintendo DS,T,2006,Action,48,18.8
Gurumin: A Monstrous Adventure,TRUE,1,TRUE,TRUE,,TRUE,78,0.01,13.95,Sony PSP,T,2006,Action,19,9.316666667
Spider-Man 3,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,58,0.01,6.95,Sony PSP,M,2006,Action,10.81666667,9.633333333
Wii Fit,TRUE,1,TRUE,TRUE,Nintendo,TRUE,80,9.6,24.95,Nintendo Wii,T,2007,Educational,0,3.85
Halo 3,TRUE,4,TRUE,TRUE,Microsoft,TRUE,94,8.03,24.95,X360,E,2007,Action,16.68333333,8.866666667
Call of Duty 4: Modern Warfare,TRUE,4,TRUE,TRUE,Activision,TRUE,94,5.77,29.95,X360,E,2007,Action,16.65,6.75
Super Mario Galaxy,TRUE,2,TRUE,TRUE,Nintendo,TRUE,97,4.94,39.95,Nintendo Wii,E,2007,Action,44.3,15.28333333
Mario Party DS,TRUE,1,TRUE,TRUE,Nintendo,TRUE,72,4.34,27.95,Nintendo DS,T,2007,Action,8,7.966666667
Mario Party 8,TRUE,4,TRUE,TRUE,Nintendo,TRUE,62,3.84,39.95,Nintendo Wii,T,2007,Action,8,4.216666667
Guitar Hero III: Legends of Rock,TRUE,2,TRUE,TRUE,Activision,TRUE,85,3.28,12.95,X360,T,2007,Action,18.9,8.216666667
Link's Crossbow Training,TRUE,1,TRUE,TRUE,Nintendo,TRUE,68,3.2,14.95,Nintendo Wii,E,2007,Action,3.616666667,1.483333333
Guitar Hero III: Legends of Rock,TRUE,2,TRUE,TRUE,Activision,TRUE,86,3.19,49.95,Nintendo Wii,T,2007,Action,18.9,8.216666667
Assassin's Creed,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,81,3.17,16.95,X360,T,2007,Action,31.93333333,15.3
LEGO Star Wars: The Complete Saga,TRUE,2,TRUE,TRUE,,TRUE,80,3.03,17.95,Nintendo Wii,M,2007,Action,39.81666667,14.66666667
Call of Duty 4: Modern Warfare,TRUE,4,TRUE,TRUE,Activision,TRUE,94,2.91,24.95,PlayStation 3,E,2007,Action,16.65,6.75
Mario & Sonic at the Olympic Games,TRUE,4,TRUE,TRUE,"Nintendo,Sega",TRUE,67,2.74,29.95,Nintendo Wii,E,2007,Action,10,7
LEGO Star Wars: The Complete Saga,TRUE,1,TRUE,TRUE,,TRUE,80,2.66,17.95,Nintendo DS,E,2007,Action,39.81666667,14.66666667
Forza Motorsport 2,TRUE,2,TRUE,TRUE,Microsoft,TRUE,90,2.48,12.95,X360,T,2007,Racing,70.5,54.06666667
Madden NFL 08,TRUE,4,TRUE,TRUE,EA,TRUE,85,2.32,9.95,X360,E,2007,Sports,10,17
Guitar Hero II,TRUE,2,TRUE,TRUE,Activision,TRUE,92,2.04,17.95,X360,T,2007,Action,30,8.9
Rock Band,TRUE,4,TRUE,TRUE,,TRUE,92,2.02,14.95,X360,E,2007,Action,42,7.583333333
The Legend of Zelda: Phantom Hourglass,TRUE,1,TRUE,TRUE,Nintendo,TRUE,90,1.92,24.95,Nintendo DS,E,2007,Action,30.33333333,16.1
Pokmon Mystery Dungeon: Explorers of Darkness,TRUE,1,TRUE,TRUE,Nintendo,TRUE,59,1.91,15.95,Nintendo DS,E,2007,Role-Playing,75.06666667,21.76666667
Pokmon Mystery Dungeon: Explorers of Time,TRUE,1,TRUE,TRUE,Nintendo,TRUE,59,1.91,24.95,Nintendo DS,T,2007,Role-Playing,75.06666667,21.76666667
Assassin's Creed,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,81,1.77,17.95,PlayStation 3,T,2007,Action,31.93333333,15.3
Uncharted: Drake's Fortune,TRUE,1,TRUE,TRUE,Sony,TRUE,88,1.76,24.95,PlayStation 3,T,2007,Action,17.26666667,8.5
Mass Effect,TRUE,1,TRUE,TRUE,Microsoft,TRUE,91,1.57,17.95,X360,T,2007,Action,44.78333333,17.38333333
Cooking Mama 2: Dinner with Friends,TRUE,1,TRUE,TRUE,,TRUE,70,1.56,17.95,Nintendo DS,E,2007,Simulation,22.93333333,5.266666667
BioShock,TRUE,1,TRUE,TRUE,2K,TRUE,96,1.52,16.95,X360,T,2007,Action,21.75,12.26666667
Super Paper Mario,TRUE,1,TRUE,TRUE,Nintendo,TRUE,85,1.5,29.95,Nintendo Wii,E,2007,Action,48.88333333,17.96666667
Game Party,TRUE,4,TRUE,TRUE,Midway,TRUE,25,1.49,14.95,Nintendo Wii,T,2007,Action,2,0
Ratchet & Clank: Size Matters,TRUE,1,TRUE,TRUE,Sony,TRUE,85,1.47,14.95,Sony PSP,E,2007,Action,16.03333333,7.116666667
Dance Dance Revolution Hottest Party,TRUE,4,TRUE,TRUE,Konami,TRUE,73,1.45,17.95,Nintendo Wii,T,2007,Action,0,8
Cooking Mama: Cook Off,TRUE,2,TRUE,TRUE,,TRUE,61,1.38,14.95,Nintendo Wii,M,2007,Simulation,0,3.4
Gran Turismo 5: Prologue,TRUE,2,TRUE,TRUE,Sony,TRUE,80,1.31,24.95,PlayStation 3,E,2007,Racing,0,10.55
Professor Layton and the Curious Village,TRUE,1,TRUE,TRUE,Nintendo,TRUE,85,1.26,23.95,Nintendo DS,E,2007,Adventure,15.5,12.8
Resident Evil 4,TRUE,1,TRUE,TRUE,Capcom,TRUE,91,1.24,16.95,Nintendo Wii,T,2007,Action,28.05,16.11666667
The Elder Scrolls IV: Oblivion,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,93,1.2,17.95,PlayStation 3,T,2007,Action,195.0333333,26.83333333
Transformers: Autobots,TRUE,1,TRUE,TRUE,Activision,TRUE,67,1.17,17.95,Nintendo DS,E,2007,Action,0,0
Transformers: Decepticons,TRUE,1,TRUE,TRUE,Activision,TRUE,66,1.17,17.95,Nintendo DS,M,2007,Action,0,0
Diddy Kong Racing DS,TRUE,1,TRUE,TRUE,Nintendo,TRUE,63,1.16,24.95,Nintendo DS,T,2007,Racing,23.81666667,10.05
Big Brain Academy: Wii Degree,TRUE,8,TRUE,TRUE,Nintendo,TRUE,68,1.1,19.95,Nintendo Wii,M,2007,Action,0,0
Need for Speed: ProStreet,TRUE,2,TRUE,TRUE,EA,TRUE,72,1.1,16.95,X360,T,2007,Racing,16.28333333,10.38333333
Deal or No Deal,TRUE,1,TRUE,TRUE,,TRUE,20,1.1,11.95,Nintendo DS,E,2007,Strategy,4.416666667,0.116666667
LEGO Star Wars: The Complete Saga,TRUE,2,TRUE,TRUE,,TRUE,80,1.09,17.95,X360,T,2007,Action,39.81666667,14.66666667
Sonic and the Secret Rings,TRUE,4,TRUE,TRUE,Sega,TRUE,69,1.08,16.95,Nintendo Wii,E,2007,Action,13.73333333,9.266666667
The Orange Box,TRUE,1,TRUE,TRUE,,TRUE,96,1.06,17.95,X360,E,2007,Action,87.5,26.65
Crackdown,TRUE,1,TRUE,TRUE,Microsoft,TRUE,83,1.02,14.95,X360,M,2007,Action,43.66666667,11.03333333
Rock Band,TRUE,4,TRUE,TRUE,,TRUE,92,1.01,14.95,PlayStation 3,M,2007,Action,42,7.583333333
Tiger Woods PGA Tour 08,TRUE,4,TRUE,TRUE,EA,TRUE,72,1,17.95,Nintendo Wii,T,2007,Sports,0,0
WWE Smackdown vs. Raw 2008,TRUE,4,TRUE,TRUE,THQ,TRUE,71,0.96,12.95,X360,T,2007,Sports,45.03333333,9.65
Madden NFL 08,TRUE,4,TRUE,TRUE,EA,TRUE,81,0.94,9.95,PlayStation 3,T,2007,Sports,10,17
Call of Duty 4: Modern Warfare,TRUE,1,TRUE,TRUE,Activision,TRUE,75,0.94,19.95,Nintendo DS,T,2007,Action,16.65,6.75
MySims,TRUE,1,TRUE,TRUE,EA,TRUE,68,0.94,17.95,Nintendo Wii,T,2007,Simulation,0,7.183333333
Mario Strikers Charged,TRUE,4,TRUE,TRUE,Nintendo,TRUE,79,0.93,29.95,Nintendo Wii,E,2007,Action,0,11.13333333
Star Wars Battlefront: Renegade Squadron,TRUE,1,TRUE,TRUE,,TRUE,73,0.93,16.95,Sony PSP,T,2007,Action,0,4.066666667
Flash Focus: Vision Training in Minutes a Day,TRUE,1,TRUE,TRUE,Nintendo,TRUE,59,0.91,17.95,Nintendo DS,T,2007,Action,0,6
Metroid Prime 3: Corruption,TRUE,1,TRUE,TRUE,Nintendo,TRUE,90,0.91,19.95,Nintendo Wii,T,2007,Action,18.86666667,13.9
Tom Clancy's Ghost Recon: Advanced Warfighter 2...,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,86,0.89,14.95,X360,T,2007,Action,0,8.666666667
Madden NFL 08,TRUE,4,TRUE,TRUE,EA,TRUE,76,0.86,12.95,Nintendo Wii,M,2007,Sports,10,17
Ratchet & Clank Future: Tools of Destruction,TRUE,1,TRUE,TRUE,Sony,TRUE,89,0.86,22.95,PlayStation 3,E,2007,Action,39.26666667,13.06666667
LEGO Star Wars: The Complete Saga,TRUE,2,TRUE,TRUE,,TRUE,80,0.85,17.95,PlayStation 3,M,2007,Action,39.81666667,14.66666667
Rayman Raving Rabbids 2,TRUE,4,TRUE,TRUE,Ubisoft,TRUE,67,0.84,17.95,Nintendo Wii,T,2007,Action,0,5
NBA 2K8 ,TRUE,1,TRUE,TRUE,2K,TRUE,81,0.83,9.95,X360,M,2007,Sports,0,4
Namco Museum DS,TRUE,1,TRUE,TRUE,Namco,TRUE,67,0.8,17.95,Nintendo DS,E,2007,Action,0,10
Need for Speed: ProStreet,TRUE,2,TRUE,TRUE,EA,TRUE,73,0.75,16.95,PlayStation 3,T,2007,Racing,16.28333333,10.38333333
Blazing Angels: Squadrons of WWII,TRUE,2,TRUE,TRUE,Ubisoft,TRUE,57,0.75,16.95,Nintendo Wii,E,2007,Action,0,0
Drawn to Life,TRUE,1,TRUE,TRUE,THQ,TRUE,73,0.75,17.95,Nintendo DS,T,2007,Action,12.8,14.36666667
EA Playground,TRUE,4,TRUE,TRUE,EA,TRUE,66,0.72,17.95,Nintendo Wii,T,2007,Action,0,0
Major League Baseball 2K7,TRUE,2,TRUE,TRUE,2K,TRUE,79,0.7,9.95,X360,E,2007,Sports,0,0
Resident Evil: The Umbrella Chronicles,TRUE,2,TRUE,TRUE,"Capcom,Nintendo",TRUE,75,0.69,19.95,Nintendo Wii,T,2007,Action,22.36666667,7.55
NCAA Football 08,TRUE,2,TRUE,TRUE,EA,TRUE,81,0.68,9.95,X360,E,2007,Sports,0,12
Spectrobes,TRUE,1,TRUE,TRUE,,TRUE,63,0.68,14.95,Nintendo DS,E,2007,Action,26.03333333,0
The Sims 2: Castaway,TRUE,1,TRUE,TRUE,EA,TRUE,66,0.66,16.95,Nintendo DS,M,2007,Simulation,0,0
WWE Smackdown vs. Raw 2008,TRUE,6,TRUE,TRUE,THQ,TRUE,74,0.64,14.95,PlayStation 3,E,2007,Sports,45.03333333,9.65
Madden NFL 08,TRUE,1,TRUE,TRUE,EA,TRUE,75,0.64,9.95,Sony PSP,E,2007,Sports,10,17
NBA Live 08,TRUE,4,TRUE,TRUE,EA,TRUE,73,0.6,9.95,PlayStation 3,M,2007,Sports,0,0
The Simpsons Game,TRUE,1,TRUE,TRUE,EA,TRUE,69,0.6,17.95,Nintendo DS,M,2007,Action,1.483333333,0.933333333
Ace Combat 6: Fires of Liberation,TRUE,1,TRUE,TRUE,Namco,TRUE,80,0.58,19.95,X360,E,2007,Action,0,12.41666667
Heavenly Sword,TRUE,1,TRUE,TRUE,Sony,TRUE,79,0.57,24.95,PlayStation 3,E,2007,Action,15,6.966666667
Ninja Gaiden Sigma,TRUE,1,TRUE,TRUE,,TRUE,88,0.57,19.95,PlayStation 3,E,2007,Action,16,14.58333333
Ben 10: Protector of the Earth,TRUE,1,TRUE,TRUE,,TRUE,63,0.57,16.95,Nintendo Wii,T,2007,Action,5.466666667,4.816666667
The Simpsons Game,TRUE,2,TRUE,TRUE,EA,TRUE,71,0.55,17.95,X360,T,2007,Action,1.483333333,0.933333333
CrossworDS,TRUE,1,TRUE,TRUE,,TRUE,67,0.53,17.95,Nintendo DS,T,2007,Educational,0,0
Sonic Rush Adventure,TRUE,1,TRUE,TRUE,Sega,TRUE,78,0.52,24.95,Nintendo DS,T,2007,Action,11.75,6.233333333
Tiger Woods PGA Tour 08,TRUE,4,TRUE,TRUE,EA,TRUE,80,0.51,14.95,X360,T,2007,Sports,0,0
Tony Hawk's Proving Ground,TRUE,2,TRUE,TRUE,Activision,TRUE,72,0.51,16.95,X360,T,2007,Sports,0,8.133333333
Call of Duty: Roads to Victory,TRUE,1,TRUE,TRUE,Activision,TRUE,64,0.51,24.95,Sony PSP,E,2007,Action,7.25,5.316666667
Transformers: The Game,TRUE,1,TRUE,TRUE,Activision,TRUE,52,0.51,14.95,X360,M,2007,Action,18.28333333,5.316666667
NBA 2K8,TRUE,7,TRUE,TRUE,2K,TRUE,81,0.5,9.95,PlayStation 3,M,2007,Sports,0,4
Medal of Honor: Heroes 2,TRUE,1,TRUE,TRUE,EA,TRUE,69,0.5,17.95,Sony PSP,E,2007,Action,0,4.95
Spider-Man 3,TRUE,1,TRUE,TRUE,Activision,TRUE,63,0.5,11.95,X360,E,2007,Action,10.81666667,9.633333333
Tom Clancy's Rainbow Six: Vegas,TRUE,2,TRUE,TRUE,Ubisoft,TRUE,86,0.49,16.95,PlayStation 3,E,2007,Action,12,8.75
Need for Speed: ProStreet,TRUE,2,TRUE,TRUE,EA,TRUE,61,0.49,16.95,Nintendo Wii,M,2007,Racing,16.28333333,10.38333333
NBA LIVE 08 ,TRUE,1,TRUE,TRUE,EA,TRUE,73,0.49,9.95,X360,T,2007,Sports,0,0
Dance Dance Revolution Universe 2,TRUE,4,TRUE,TRUE,Konami,TRUE,65,0.48,19.95,X360,T,2007,Action,0,8
MX vs. ATV Untamed,TRUE,2,TRUE,TRUE,THQ,TRUE,70,0.48,17.95,X360,T,2007,Racing,0,12
Final Fantasy IV,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,85,0.48,17.95,Nintendo DS,T,2007,Role-Playing,55.65,31.55
NBA Street Homecourt,TRUE,4,TRUE,TRUE,EA,TRUE,80,0.47,7.95,X360,T,2007,Sports,7.716666667,0
The Simpsons Game,TRUE,2,TRUE,TRUE,EA,TRUE,64,0.47,17.95,Nintendo Wii,T,2007,Action,1.483333333,0.933333333
Winter Sports: The Ultimate Challenge,TRUE,1,TRUE,TRUE,,TRUE,52,0.47,16.95,Nintendo Wii,E,2007,Racing,0,0
WWE Smackdown vs. Raw 2008,TRUE,4,TRUE,TRUE,THQ,TRUE,68,0.46,16.95,Sony PSP,E,2007,Sports,45.03333333,9.65
Tiger Woods PGA Tour 07,TRUE,4,TRUE,TRUE,EA,TRUE,71,0.46,17.95,Nintendo Wii,T,2007,Sports,0,10
Crash of the Titans,TRUE,1,TRUE,TRUE,,TRUE,73,0.46,17.95,Nintendo DS,T,2007,Action,9.216666667,7.433333333
Sonic Rivals 2,TRUE,1,TRUE,TRUE,Sega,TRUE,60,0.46,22.95,Sony PSP,M,2007,Action,22,0
Boogie,TRUE,2,TRUE,TRUE,EA,TRUE,57,0.45,17.95,Nintendo Wii,T,2007,Action,0,0
Medal of Honor: Airborne,TRUE,2,TRUE,TRUE,EA,TRUE,73,0.45,17.95,X360,E,2007,Action,11,5.8
The Sims 2: Castaway,TRUE,1,TRUE,TRUE,EA,TRUE,73,0.45,17.95,Nintendo Wii,T,2007,Simulation,0,0
Spider-Man 3,TRUE,1,TRUE,TRUE,Activision,TRUE,53,0.45,14.95,Nintendo Wii,T,2007,Action,10.81666667,9.633333333
Lost Odyssey,TRUE,1,TRUE,TRUE,Microsoft,TRUE,78,0.45,19.95,X360,T,2007,Role-Playing,108.6666667,50.11666667
Bee Movie Game,TRUE,1,TRUE,TRUE,Activision,TRUE,58,0.44,17.95,Nintendo DS,E,2007,Adventure,6,5.916666667
Spider-Man 3,TRUE,1,TRUE,TRUE,Activision,TRUE,79,0.44,16.95,Nintendo DS,M,2007,Action,10.81666667,9.633333333
Final Fantasy Tactics,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,88,0.44,17.95,Sony PSP,M,2007,Role-Playing,87.48333333,38.48333333
Endless Ocean,TRUE,1,TRUE,TRUE,Nintendo,TRUE,72,0.44,24.95,Nintendo Wii,E,2007,Simulation,0,0
SingStar,TRUE,6,TRUE,TRUE,Sony,TRUE,82,0.43,14.95,PlayStation 3,E,2007,Simulation,0,0
Ratatouille,TRUE,1,TRUE,TRUE,THQ,TRUE,62,0.43,19.95,Nintendo Wii,T,2007,Action,15,7.5
The Sims 2: Pets,TRUE,1,TRUE,TRUE,EA,TRUE,65,0.43,22.95,Nintendo Wii,T,2007,Simulation,0,0
Two Worlds,TRUE,1,TRUE,TRUE,,TRUE,50,0.43,14.95,X360,M,2007,Action,68.5,19.2
Crash of the Titans,TRUE,2,TRUE,TRUE,,TRUE,69,0.42,17.95,Nintendo Wii,E,2007,Action,9.216666667,7.433333333
Sonic the Hedgehog,TRUE,2,TRUE,TRUE,Sega,TRUE,46,0.41,14.95,X360,T,2007,Action,8.866666667,2.816666667
Mega Man Star Force: Dragon,TRUE,1,TRUE,TRUE,Capcom,TRUE,60,0.41,27.95,Nintendo DS,T,2007,Action,31.95,16.95
Sonic the Hedgehog,TRUE,2,TRUE,TRUE,Sega,TRUE,43,0.4,16.95,PlayStation 3,M,2007,Action,8.866666667,2.816666667
Harry Potter and the Order of the Phoenix,TRUE,1,TRUE,TRUE,EA,TRUE,69,0.4,24.95,Nintendo Wii,T,2007,Action,15.2,10.53333333
Nicktoons: Attack of the Toybots,TRUE,1,TRUE,TRUE,THQ,TRUE,60,0.4,14.95,Nintendo Wii,T,2007,Action,0,0
WWE Smackdown vs. Raw 2008,TRUE,4,TRUE,TRUE,THQ,TRUE,59,0.39,12.95,Nintendo Wii,M,2007,Sports,45.03333333,9.65
The Simpsons Game,TRUE,2,TRUE,TRUE,EA,TRUE,71,0.39,17.95,PlayStation 3,E,2007,Action,1.483333333,0.933333333
DiRT,TRUE,1,TRUE,TRUE,,TRUE,83,0.39,17.95,X360,E,2007,Racing,39,12.9
Kane & Lynch: Dead Men,TRUE,2,TRUE,TRUE,Eidos,TRUE,65,0.38,14.95,X360,E,2007,Action,9.55,5.6
Jam Sessions,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,72,0.38,8.95,Nintendo DS,T,2007,Educational,0,0.25
Monster Hunter Freedom 2,TRUE,1,TRUE,TRUE,Capcom,TRUE,72,0.38,12.95,Sony PSP,T,2007,Action,453.1333333,38
Shadowrun,TRUE,1,TRUE,TRUE,Microsoft,TRUE,66,0.38,12.95,X360,E,2007,Action,42.53333333,21.45
Thrillville: Off the Rails,TRUE,4,TRUE,TRUE,,TRUE,70,0.37,16.95,Nintendo Wii,E,2007,Simulation,10.75,7.883333333
Tony Hawk's Proving Ground,TRUE,2,TRUE,TRUE,Activision,TRUE,73,0.37,12.95,PlayStation 3,E,2007,Sports,0,8.133333333
My Word Coach,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,71,0.37,15.95,Nintendo DS,T,2007,Educational,0,0
The World Ends With You,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,88,0.37,17.95,Nintendo DS,M,2007,Action,142.3666667,25.36666667
The BIGS,TRUE,4,TRUE,TRUE,2K,TRUE,66,0.36,17.95,Nintendo Wii,M,2007,Action,46.68333333,6.866666667
NCAA Football 08,TRUE,2,TRUE,TRUE,EA,TRUE,77,0.36,9.95,PlayStation 3,T,2007,Sports,0,12
Final Fantasy Tactics A2: Grimoire of the Rift,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,80,0.36,17.95,Nintendo DS,E,2007,Role-Playing,117.1666667,46.36666667
Beowulf: The Game,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,51,0.36,12.95,X360,E,2007,Action,0,11.53333333
The Darkness,TRUE,1,TRUE,TRUE,2K,TRUE,82,0.36,14.95,X360,M,2007,Action,17.73333333,9.433333333
Tom Clancy's Ghost Recon: Advanced Warfighter 2...,TRUE,4,TRUE,TRUE,Ubisoft,TRUE,84,0.35,17.95,PlayStation 3,T,2007,Action,0,8.666666667
Final Fantasy,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,67,0.35,17.95,Sony PSP,T,2007,Role-Playing,34.81666667,17.71666667
Lair,TRUE,1,TRUE,TRUE,Sony,TRUE,53,0.35,19.95,PlayStation 3,E,2007,Action,0,8.866666667
Transformers: The Game,TRUE,1,TRUE,TRUE,Activision,TRUE,53,0.35,17.95,Nintendo Wii,T,2007,Action,18.28333333,5.316666667
Command & Conquer 3: Tiberium Wars,TRUE,1,TRUE,TRUE,EA,TRUE,82,0.35,24.95,X360,T,2007,Strategy,38.25,23.83333333
Overlord,TRUE,1,TRUE,TRUE,,TRUE,76,0.35,17.95,X360,M,2007,Action,29.28333333,18.1
Diner Dash,TRUE,1,TRUE,TRUE,,TRUE,64,0.34,17.95,Nintendo DS,T,2007,Action,6,4.3
Medal of Honor: Heroes 2,TRUE,1,TRUE,TRUE,EA,TRUE,73,0.34,19.95,Nintendo Wii,E,2007,Action,0,4.95
MX vs. ATV Untamed,TRUE,2,TRUE,TRUE,THQ,TRUE,67,0.33,17.95,PlayStation 3,T,2007,Racing,0,12
Time Crisis 4,TRUE,2,TRUE,TRUE,Namco,TRUE,60,0.33,24.95,PlayStation 3,M,2007,Action,0,1.216666667
Dragon Ball Z: Budokai Tenkaichi 3,TRUE,2,TRUE,TRUE,Atari,TRUE,72,0.33,17.95,Nintendo Wii,E,2007,Action,31.61666667,13.45
Final Fantasy XII: Revenant Wings,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,81,0.33,19.95,Nintendo DS,T,2007,Role-Playing,54.41666667,29.36666667
SOCOM: U.S. Navy SEALs - Tactical Strike,TRUE,1,TRUE,TRUE,Sony,TRUE,72,0.33,14.95,Sony PSP,M,2007,Action,0,0
Unreal Tournament III,TRUE,1,TRUE,TRUE,Midway,TRUE,86,0.33,16.95,PlayStation 3,M,2007,Action,22.51666667,11
Bee Movie Game,TRUE,2,TRUE,TRUE,Activision,TRUE,62,0.32,14.95,Nintendo Wii,E,2007,Action,6,5.916666667
Def Jam: Icon,TRUE,2,TRUE,TRUE,EA,TRUE,69,0.32,17.95,X360,M,2007,Action,0,8
Transformers: The Game,TRUE,1,TRUE,TRUE,Activision,TRUE,54,0.32,17.95,PlayStation 3,E,2007,Action,18.28333333,5.316666667
TimeShift,TRUE,1,TRUE,TRUE,,TRUE,70,0.32,12.95,X360,M,2007,Action,9.066666667,8.216666667
SSX Blur,TRUE,4,TRUE,TRUE,EA,TRUE,74,0.31,17.95,Nintendo Wii,E,2007,Sports,0,10
Bleach: The Blade of Fate,TRUE,1,TRUE,TRUE,Sega,TRUE,83,0.31,17.95,Nintendo DS,E,2007,Action,35.5,5.55
EA Playground,TRUE,1,TRUE,TRUE,EA,TRUE,60,0.31,11.95,Nintendo DS,E,2007,Racing,0,0
Final Fantasy II,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,63,0.31,17.95,Sony PSP,E,2007,Role-Playing,45.45,25.26666667
