Movie Title,Movie Year,Runtime,Genre,Rating,Director,Votes,Gross
The Texas Chainsaw Massacre: The Beginning,2006,91,"Horror, Thriller",5.8,Jonathan Liebesman,"75,052",$39.52M
The Addams Family,2019,86,"Animation, Comedy, Family",5.8,Greg Tiernan,"42,739",$100.04M
The Divide,2011,112,"Drama, Horror, Sci-Fi",5.8,Xavier Gens,"37,690",$0.02M
Eli I,2019,98,"Drama, Horror, Mystery",5.8,Ciarán Foy,"38,505",
V/H/S,2012,116,Horror,5.8,Matt Bettinelli-Olpin,"65,385",$0.10M
Morgan,2016,92,"Action, Horror, Sci-Fi",5.8,Luke Scott,"44,898",$3.91M
Thinner,1996,93,"Fantasy, Horror",5.8,Tom Holland,"32,352",$15.17M
The Haunting in Connecticut,2009,92,"Drama, Horror, Mystery",5.8,Peter Cornwell,"63,528",$55.39M
Resident Evil: Afterlife,2010,96,"Action, Horror, Sci-Fi",5.8,Paul W.S. Anderson,"1,75,349",$60.13M
Gothika,2003,98,"Horror, Mystery, Thriller",5.8,Mathieu Kassovitz,"1,16,092",$59.69M
The Relic,1997,110,"Horror, Mystery, Sci-Fi",5.8,Peter Hyams,"29,056",$33.96M
Dracula: Dead and Loving It,1995,88,"Comedy, Fantasy, Horror",5.8,Mel Brooks,"43,600",$10.77M
Open Water,2003,79,"Adventure, Drama, Horror",5.8,Chris Kentis,"55,121",$30.61M
Halloween H20: 20 Years Later,1998,86,"Horror, Thriller",5.8,Steve Miner,"78,797",$55.04M
Halloween 4: The Return of Michael Myers,1988,88,"Horror, Thriller",5.8,Dwight H. Little,"55,673",$17.77M
Saw V,2008,92,"Horror, Thriller",5.8,David Hackl,"1,28,997",$56.75M
Black Sheep,2006,87,"Comedy, Horror, Sci-Fi",5.8,Jonathan King,"41,390",$0.08M
Paranormal Activity 3,2011,83,"Horror, Mystery",5.8,Henry Joost,"97,454",$104.01M
Cry Wolf,2005,90,"Drama, Horror, Mystery",5.8,Jeff Wadlow,"27,993",$10.05M
White Noise I,2022,136,"Comedy, Drama, Horror",5.7,Noah Baumbach,"39,252",
The Purge I,2013,85,"Horror, Sci-Fi, Thriller",5.7,James DeMonaco,"2,31,096",$64.47M
Escape Room: Tournament of Champions,2021,88,"Action, Adventure, Horror",5.7,Adam Robitel,"52,337",$25.19M
Insidious: The Last Key,2018,103,"Horror, Mystery, Thriller",5.7,Adam Robitel,"64,055",$67.75M
Buffy the Vampire Slayer,1992,86,"Action, Comedy, Fantasy",5.7,Fran Rubel Kuzui,"47,048",$16.62M
Underworld: Blood Wars,2016,91,"Action, Adventure, Fantasy",5.7,Anna Foerster,"78,499",$30.35M
The Rental,2020,88,"Drama, Horror, Mystery",5.7,Dave Franco,"35,194",
Jigsaw I,2017,92,"Horror, Mystery, Thriller",5.7,Michael Spierig,"83,738",$38.05M
Freddy vs. Jason,2003,97,"Action, Horror",5.7,Ronny Yu,"1,23,003",$82.62M
Cooties,2014,88,"Action, Comedy, Horror",5.7,Jonathan Milott,"27,279",$0.06M
I Spit on Your Grave 2,2013,106,"Horror, Thriller",5.7,Steven R. Monroe,"31,209",$0.00M
Pet Sematary,2019,101,"Horror, Mystery, Thriller",5.7,Kevin Kölsch,"94,828",$54.72M
Priest,2011,87,"Action, Fantasy, Horror",5.7,Scott Stewart,"1,21,940",$29.14M
Velvet Buzzsaw,2019,113,"Horror, Mystery, Thriller",5.7,Dan Gilroy,"63,837",
Would You Rather,2012,93,"Horror, Thriller",5.7,David Guy Levy,"43,247",
Rubber,2010,82,"Comedy, Fantasy, Horror",5.7,Quentin Dupieux,"38,724",$0.10M
Child's Play,2019,90,"Drama, Horror, Sci-Fi",5.7,Lars Klevberg,"54,170",$29.21M
Devil's Pass,2013,100,"Horror, Mystery, Thriller",5.7,Renny Harlin,"26,283",
Clown,2014,100,"Horror, Thriller",5.7,Jon Watts,"25,286",$0.06M
Paranormal Activity 2,2010,91,"Horror, Mystery",5.7,Tod Williams,"1,07,097",$84.75M
The Descent: Part 2,2009,94,"Adventure, Horror, Thriller",5.7,Jon Harris,"49,297",
The Last Exorcism,2010,87,"Horror, Mystery, Thriller",5.7,Daniel Stamm,"50,953",$41.03M
Honeymoon,2014,87,"Drama, Fantasy, Horror",5.7,Leigh Janiak,"26,685",$0.01M
The Bay II,2012,84,"Horror, Sci-Fi, Thriller",5.7,Barry Levinson,"28,565",$0.03M
Bhool Bhulaiyaa 2,2022,143,"Comedy, Drama, Horror",5.7,Anees Bazmee,"32,061",
Terrifier,2016,85,"Horror, Thriller",5.6,Damien Leone,"42,712",
The Meg,2018,113,"Action, Horror, Sci-Fi",5.6,Jon Turteltaub,"1,81,197",$143.01M
Beast I,2022,93,"Action, Adventure, Drama",5.6,Baltasar Kormákur,"34,598",$31.85M
Ghost Ship,2002,91,"Horror, Mystery, Thriller",5.6,Steve Beck,"1,04,944",$30.11M
Scream 3,2000,116,"Horror, Mystery",5.6,Wes Craven,"1,55,289",$89.14M
Urban Legend,1998,99,"Horror, Mystery, Thriller",5.6,Jamie Blanks,"68,975",$38.07M
Thir13en Ghosts,2001,91,"Fantasy, Horror",5.6,Steve Beck,"90,122",$41.87M
Children of the Corn,1984,92,"Horror, Thriller",5.6,Fritz Kiersch,"54,851",$14.57M
47 Meters Down,2017,89,"Adventure, Drama, Horror",5.6,Johannes Roberts,"58,160",$44.31M
I Spit on Your Grave,1978,101,"Horror, Thriller",5.6,Meir Zarchi,"29,806",
Pacific Rim: Uprising,2018,111,"Action, Adventure, Fantasy",5.6,Steven S. DeKnight,"1,21,533",$59.87M
Alien vs. Predator,2004,101,"Action, Adventure, Horror",5.6,Paul W.S. Anderson,"2,05,934",$80.28M
Cabin Fever,2002,93,Horror,5.6,Eli Roth,"80,830",$21.16M
Friday the 13th Part III,1982,95,"Horror, Thriller",5.6,Steve Miner,"56,597",$36.69M
Mom and Dad,2017,86,"Comedy, Horror, Thriller",5.6,Brian Taylor,"25,496",
Jeepers Creepers 2,2003,104,Horror,5.6,Victor Salva,"68,038",$35.67M
Ma I,2019,99,"Horror, Mystery, Thriller",5.6,Tate Taylor,"55,805",$45.37M
Maggie I,2015,95,"Drama, Horror, Sci-Fi",5.6,Henry Hobson,"45,541",$0.19M
Unfriended,2014,83,"Horror, Mystery, Thriller",5.6,Levan Gabriadze,"78,487",$32.48M
Bride of Chucky,1998,89,"Comedy, Horror, Thriller",5.6,Ronny Yu,"61,366",$32.40M
The Texas Chainsaw Massacre 2,1986,101,"Comedy, Horror",5.6,Tobe Hooper,"35,333",$8.03M
House on Haunted Hill,1999,93,"Horror, Mystery, Thriller",5.6,William Malone,"58,487",$40.85M
Village of the Damned,1995,98,"Horror, Sci-Fi, Thriller",5.6,John Carpenter,"33,118",$9.42M
Regression I,2015,106,"Adventure, Crime, Drama",5.6,Alejandro Amenábar,"41,510",$0.05M
A Nightmare on Elm Street 4: The Dream Master,1988,93,Horror,5.6,Renny Harlin,"58,602",$49.37M
Curse of Chucky,2013,97,"Horror, Thriller",5.6,Don Mancini,"41,474",$3.80M
Poltergeist II: The Other Side,1986,91,Horror,5.6,Brian Gibson,"28,529",$41.00M
Creep I,2004,85,"Horror, Mystery, Thriller",5.6,Christopher Smith,"30,858",
Dark Water,2005,105,"Drama, Horror, Mystery",5.6,Walter Salles,"64,235",$25.47M
Hatchet,2006,93,"Comedy, Horror, Thriller",5.6,Adam Green,"32,231",$0.16M
Club Dread,2004,104,"Comedy, Horror, Mystery",5.6,Jay Chandrasekhar,"30,873",$4.99M
The Reaping,2007,99,"Horror, Thriller",5.6,Stephen Hopkins,"43,940",$25.12M
Piranha 3D,2010,88,"Comedy, Horror",5.5,Alexandre Aja,"94,107",$25.00M
Wrong Turn,2021,109,"Horror, Thriller",5.5,Mike P. Nelson,"33,584",
Friday the 13th,2009,97,"Horror, Mystery, Thriller",5.5,Marcus Nispel,"1,11,943",$65.00M
Willy's Wonderland,2021,88,"Action, Comedy, Horror",5.5,Kevin Lewis,"33,195",
Hostel: Part II,2007,94,Horror,5.5,Eli Roth,"92,969",$17.61M
The Cloverfield Paradox,2018,102,"Action, Adventure, Horror",5.5,Julius Onah,"1,09,111",
Halloween Kills,2021,105,"Horror, Thriller",5.5,David Gordon Green,"91,008",$92.00M
House at the End of the Street,2012,101,"Drama, Horror, Thriller",5.5,Mark Tonderai,"78,952",$31.61M
The Dead Don't Die,2019,104,"Comedy, Fantasy, Horror",5.5,Jim Jarmusch,"82,134",$6.56M
Eight Legged Freaks,2002,99,"Action, Adventure, Comedy",5.5,Ellory Elkayem,"58,839",$17.32M
Resident Evil: The Final Chapter,2016,107,"Action, Horror, Sci-Fi",5.5,Paul W.S. Anderson,"97,554",$26.83M
Gretel & Hansel,2020,87,"Fantasy, Horror, Mystery",5.5,Oz Perkins,"32,438",$15.35M
Saw 3D,2010,90,"Horror, Mystery",5.5,Kevin Greutert,"1,02,181",$45.71M
Peninsula,2020,116,"Action, Horror, Thriller",5.5,Sang-ho Yeon,"35,176",$1.23M
Dreamcatcher,2003,134,"Drama, Horror, Sci-Fi",5.5,Lawrence Kasdan,"94,534",$33.72M
The Last Days on Mars,2013,98,"Adventure, Horror, Sci-Fi",5.5,Ruairi Robinson,"38,026",$0.02M
The Ward,2010,89,"Horror, Mystery, Thriller",5.5,John Carpenter,"43,657",
The Omen,2006,110,"Drama, Fantasy, Horror",5.5,John Moore,"60,750",$54.61M
All the Boys Love Mandy Lane,2006,90,"Horror, Mystery, Thriller",5.5,Jonathan Levine,"34,017",
Hellraiser III: Hell on Earth,1992,97,Horror,5.5,Anthony Hickox,"33,318",$12.53M
The Innkeepers,2011,101,"Drama, Horror, Mystery",5.5,Ti West,"36,301",$0.08M
Don't Be Afraid of the Dark,2010,99,"Fantasy, Horror, Thriller",5.5,Troy Nixey,"49,772",$24.04M
Cube²: Hypercube,2002,94,"Horror, Mystery, Sci-Fi",5.5,Andrzej Sekula,"68,747",
Diary of the Dead,2007,95,"Fantasy, Horror, Sci-Fi",5.5,George A. Romero,"48,380",$0.96M
White Noise I,2005,101,"Drama, Horror, Mystery",5.5,Geoffrey Sax,"49,931",$56.39M
Jennifer's Body,2009,102,"Comedy, Horror",5.4,Karyn Kusama,"1,41,859",$16.20M
The Mummy,2017,110,"Action, Adventure, Fantasy",5.4,Alex Kurtzman,"1,96,693",$80.10M
Teeth I,2007,94,"Comedy, Fantasy, Horror",5.4,Mitchell Lichtenstein,"44,984",$0.35M
The Lawnmower Man,1992,108,"Horror, Sci-Fi",5.4,Brett Leonard,"37,519",$32.10M
The Forever Purge,2021,103,"Action, Crime, Horror",5.4,Everardo Gout,"38,456",$44.54M
Annabelle I,2014,99,"Horror, Mystery, Thriller",5.4,John R. Leonetti,"1,66,025",$84.27M
The Witches,2020,106,"Adventure, Comedy, Family",5.4,Robert Zemeckis,"43,623",$0.20M
House of Wax,2005,113,"Horror, Thriller",5.4,Jaume Collet-Serra,"1,29,174",$32.06M
Countdown III,2019,90,"Horror, Thriller",5.4,Justin Dec,"41,867",
In the Tall Grass,2019,101,"Horror, Mystery, Sci-Fi",5.4,Vincenzo Natali,"60,139",
Maximum Overdrive,1986,98,"Action, Comedy, Horror",5.4,Stephen King,"34,054",$7.43M
A Nightmare on Elm Street 2: Freddy's Revenge,1985,87,Horror,5.4,Jack Sholder,"73,312",$30.00M
Vampire Academy,2014,104,"Action, Comedy, Drama",5.4,Mark Waters,"55,923",$7.79M
Turistas,2006,93,"Horror, Mystery, Thriller",5.4,John Stockwell,"39,687",$7.03M
The Ring Two,2005,110,"Horror, Mystery",5.4,Hideo Nakata,"98,602",$76.23M
Red Riding Hood,2011,100,"Fantasy, Horror, Mystery",5.4,Catherine Hardwicke,"1,13,995",$37.66M
Winchester,2018,99,"Drama, Fantasy, Horror",5.4,Michael Spierig,"35,434",$25.09M
My Bloody Valentine,2009,101,"Horror, Mystery, Thriller",5.4,Patrick Lussier,"58,571",$51.55M
Jessabelle,2014,90,"Drama, Horror, Mystery",5.4,Kevin Greutert,"25,037",
The Eye,2008,98,"Horror, Mystery",5.4,David Moreau,"55,021",$31.42M
Tusk I,2014,102,"Comedy, Horror",5.3,Kevin Smith,"58,591",$1.82M
The Invitation II,2022,105,"Horror, Thriller",5.3,Jessica M. Thompson,"26,160",
The Nun,2018,96,"Horror, Mystery, Thriller",5.3,Corin Hardy,"1,48,299",$117.45M
The Green Inferno,2013,100,"Adventure, Horror",5.3,Eli Roth,"46,716",$7.19M
The Predator,2018,107,"Action, Adventure, Horror",5.3,Shane Black,"1,38,182",$51.02M
Scary Movie 2,2001,83,"Comedy, Horror",5.3,Keenen Ivory Wayans,"1,67,717",$71.31M
Legion,2010,100,"Action, Fantasy, Horror",5.3,Scott Stewart,"1,08,043",$40.17M
The New Mutants,2020,94,"Action, Horror, Mystery",5.3,Josh Boone,"84,381",$23.86M
Things Heard & Seen,2021,121,"Drama, Horror, Mystery",5.3,Shari Springer Berman,"33,777",
Sinister 2,2015,97,"Horror, Mystery, Thriller",5.3,Ciarán Foy,"57,723",$27.74M
The Silence I,2019,90,"Drama, Horror, Sci-Fi",5.3,John R. Leonetti,"48,055",
Resident Evil: Retribution,2012,95,"Action, Horror, Sci-Fi",5.3,Paul W.S. Anderson,"1,46,296",$42.35M
The Stepford Wives,2004,93,"Comedy, Horror, Sci-Fi",5.3,Frank Oz,"68,040",$59.48M
The Messengers,2007,90,"Drama, Horror, Mystery",5.3,Danny Pang,"40,604",$35.37M
The Resident,2011,91,"Crime, Drama, Horror",5.3,Antti J. Jokinen,"28,945",
The Colony I,2013,95,"Action, Horror, Sci-Fi",5.3,Jeff Renfroe,"46,277",
Doom,2005,105,"Action, Horror, Sci-Fi",5.2,Andrzej Bartkowiak,"1,16,192",$28.21M
Morbius,2022,104,"Action, Adventure, Horror",5.2,Daniel Espinosa,"1,37,749",$73.87M
The Covenant,2006,97,"Action, Adventure, Fantasy",5.2,Renny Harlin,"50,834",$23.29M
Resident Evil: Welcome to Raccoon City,2021,107,"Action, Horror, Sci-Fi",5.2,Johannes Roberts,"58,422",$17.00M
Hellboy,2019,120,"Action, Adventure, Fantasy",5.2,Neil Marshall,"94,121",$21.90M
Spiral,2021,93,"Horror, Mystery, Thriller",5.2,Darren Lynn Bousman,"58,812",
Flatliners,2017,109,"Drama, Horror, Mystery",5.2,Niels Arden Oplev,"49,170",$16.88M
The Mummy: Tomb of the Dragon Emperor,2008,112,"Action, Adventure, Fantasy",5.2,Rob Cohen,"1,66,078",$102.49M
The Bad Batch,2016,118,"Action, Horror, Mystery",5.2,Ana Lily Amirpour,"33,671",$0.18M
Spawn,1997,96,"Action, Drama, Horror",5.2,Mark A.Z. Dippé,"70,341",$54.97M
Truth or Dare I,2018,100,"Horror, Thriller",5.2,Jeff Wadlow,"59,199",$41.41M
The Curse of La Llorona,2019,93,"Horror, Mystery, Thriller",5.2,Michael Chaves,"53,361",$54.73M
Queen of the Damned,2002,101,"Drama, Fantasy, Horror",5.2,Michael Rymer,"57,951",$30.34M
Scooby-Doo 2: Monsters Unleashed,2004,93,"Adventure, Comedy, Family",5.2,Raja Gosnell,"61,313",$84.22M
Hubie Halloween,2020,103,"Comedy, Horror, Mystery",5.2,Steven Brill,"53,916",
A Nightmare on Elm Street,2010,95,"Crime, Drama, Horror",5.2,Samuel Bayer,"1,03,828",$63.08M
The First Purge,2018,97,"Action, Horror, Sci-Fi",5.2,Gerard McMurray,"66,568",$69.49M
The Strangers: Prey at Night,2018,85,Horror,5.2,Johannes Roberts,"32,686",$24.43M
Friday the 13th Part VII: The New Blood,1988,88,"Horror, Thriller",5.2,John Carl Buechler,"39,646",$19.17M
Shutter I,2008,85,"Horror, Mystery, Thriller",5.2,Masayuki Ochiai,"36,208",$25.93M
Cult of Chucky,2017,91,"Horror, Thriller",5.2,Don Mancini,"27,436",
Apollo 18,2011,86,"Horror, Mystery, Sci-Fi",5.2,Gonzalo López-Gallego,"56,777",$17.69M
The Lazarus Effect,2015,83,"Horror, Mystery, Sci-Fi",5.2,David Gelb,"44,970",$25.80M
The Lords of Salem,2012,101,"Horror, Thriller",5.2,Rob Zombie,"31,229",$1.16M
Friend Request,2016,92,"Horror, Mystery, Thriller",5.2,Simon Verhoeven,"27,158",$3.76M
The Unholy,2021,99,"Drama, Horror, Mystery",5.1,Evan Spiliotopoulos,"25,389",
The Haunted Mansion,2003,88,"Comedy, Family, Fantasy",5.1,Rob Minkoff,"51,618",$75.85M
The Final Destination,2009,82,"Horror, Thriller",5.1,David R. Ellis,"1,10,457",$66.48M
Sorority Row,2009,101,"Horror, Mystery",5.1,Stewart Hendler,"31,640",$11.96M
The Hills Have Eyes 2,2007,89,"Horror, Thriller",5.1,Martin Weisz,"65,955",$20.80M
When a Stranger Calls,2006,87,"Horror, Thriller",5.1,Simon West,"47,247",$47.86M
The Cave,2005,97,"Adventure, Horror, Sci-Fi",5.1,Bruce Hunt,"40,180",$15.01M
Halloween III: Season of the Witch,1982,98,"Horror, Mystery, Sci-Fi",5.1,Tommy Lee Wallace,"57,269",$14.40M
Exorcist: The Beginning,2004,114,"Horror, Mystery, Thriller",5.1,Renny Harlin,"37,959",$41.82M
Child's Play 3,1991,90,"Horror, Thriller",5.1,Jack Bender,"43,765",$14.96M
An American Werewolf in Paris,1997,98,"Comedy, Fantasy, Horror",5.1,Anthony Waller,"26,134",$26.57M
Grave Encounters 2,2012,98,"Horror, Mystery",5.1,John Poliquin,"26,222",
A Serbian Film,2010,104,"Horror, Mystery, Thriller",5,Srdjan Spasojevic,"67,662",
Halloween Ends,2022,111,"Horror, Thriller",5,David Gordon Green,"62,008",
Shadow in the Cloud,2020,83,"Action, Horror, War",5,Roseanne Liang,"28,700",
47 Meters Down: Uncaged,2019,90,"Adventure, Drama, Horror",5,Johannes Roberts,"28,859",$22.26M
Leatherface,2017,90,"Crime, Horror, Thriller",5,Alexandre Bustillo,"25,704",
The Haunting,1999,113,"Fantasy, Horror, Mystery",5,Jan de Bont,"78,402",$91.41M
A Haunted House,2013,86,"Comedy, Fantasy, Horror",5,Michael Tiddes,"48,272",$40.04M
How It Ends,2018,113,"Action, Drama, Horror",5,David M. Rosenthal,"55,729",
Blair Witch,2016,89,"Horror, Mystery, Thriller",5,Adam Wingard,"47,890",$20.78M
Virus,1999,99,"Action, Horror, Sci-Fi",5,John Bruno,"29,017",$14.01M
Stay Alive,2006,85,"Fantasy, Horror, Mystery",5,William Brent Bell,"33,235",$23.09M
A Nightmare on Elm Street: The Dream Child,1989,89,"Fantasy, Horror",5,Stephen Hopkins,"48,222",$22.17M
See No Evil,2006,84,"Action, Horror, Thriller",5,Gregory Dark,"28,075",$15.03M
Chernobyl Diaries,2012,86,"Horror, Mystery, Thriller",5,Bradley Parker,"67,339",$18.12M
Cursed,2005,97,"Comedy, Horror",5,Wes Craven,"34,024",$19.30M
Paranormal Activity: The Marked Ones,2014,84,"Horror, Mystery",5,Christopher Landon,"44,216",$32.46M
The Grudge 2,2006,102,"Horror, Thriller",5,Takashi Shimizu,"50,475",$39.14M
[REC] 3: Genesis,2012,80,"Horror, Thriller",5,Paco Plaza,"36,765",$0.01M
An American Haunting,2005,83,"Drama, Horror, Mystery",5,Courtney Solomon,"26,374",$16.30M
Knock Knock I,2015,99,"Crime, Drama, Horror",4.9,Eli Roth,"99,384",$0.04M
The Darkest Hour,2011,89,"Action, Adventure, Horror",4.9,Chris Gorak,"62,428",$21.43M
Fantasy Island,2020,109,"Fantasy, Horror, Mystery",4.9,Jeff Wadlow,"55,082",$27.31M
Dracula 2000,2000,99,"Action, Fantasy, Horror",4.9,Patrick Lussier,"35,130",$33.02M
Silent Hill: Revelation,2012,95,"Horror, Mystery, Thriller",4.9,M.J. Bassett,"65,270",$17.53M
Seed of Chucky,2004,87,"Comedy, Horror, Thriller",4.9,Don Mancini,"47,581",$17.08M
Ghosts of Mars,2001,98,"Action, Horror, Sci-Fi",4.9,John Carpenter,"56,213",$8.43M
Poltergeist,2015,93,"Horror, Thriller",4.9,Gil Kenan,"59,621",$47.43M
Darkness Falls,2003,86,"Fantasy, Horror, Mystery",4.9,Jonathan Liebesman,"32,613",$32.55M
Valentine,2001,96,"Horror, Mystery, Thriller",4.9,Jamie Blanks,"29,306",$20.38M
Halloween 5: The Revenge of Michael Myers,1989,96,"Horror, Thriller",4.9,Dominique Othenin-Girard,"44,618",$11.64M
Vanishing on 7th Street,2010,92,"Horror, Mystery, Thriller",4.9,Brad Anderson,"26,800",$0.02M
Anaconda,1997,89,"Action, Adventure, Horror",4.8,Luis Llosa,"1,08,000",$65.89M
Texas Chainsaw,2013,92,"Horror, Thriller",4.8,John Luessenhop,"53,682",$34.34M
The Forest I,2016,93,"Horror, Mystery, Thriller",4.8,Jason Zada,"44,543",$26.58M
Leprechaun,1993,92,"Comedy, Fantasy, Horror",4.8,Mark Jones,"28,663",$8.56M
The Roommate I,2011,91,"Drama, Horror, Thriller",4.8,Christian E. Christiansen,"40,236",$37.30M
Halloween II,2009,105,Horror,4.8,Rob Zombie,"57,387",$33.39M
Meet the Blacks,2016,94,"Comedy, Horror",4.8,Deon Taylor,"37,146",$9.09M
The Woman in Black 2: Angel of Death,2014,98,"Drama, Horror, Thriller",4.8,Tom Harper,"28,992",$26.50M
Godsend,2004,102,"Action, Drama, Fantasy",4.8,Frank M. Calo,"26,088",$14.38M
Texas Chainsaw Massacre,2022,81,"Crime, Horror, Thriller",4.7,David Blue Garcia,"56,803",
The Unborn,2009,88,"Horror, Mystery, Thriller",4.7,David S. Goyer,"52,574",$42.67M
Friday the 13th: A New Beginning,1985,92,"Horror, Mystery, Thriller",4.7,Danny Steinmann,"41,029",$21.93M
I Still Know What You Did Last Summer,1998,100,"Horror, Mystery, Thriller",4.7,Danny Cannon,"76,322",$40.00M
Anacondas: The Hunt for the Blood Orchid,2004,97,"Action, Adventure, Horror",4.7,Dwight H. Little,"32,734",$32.24M
Halloween: The Curse of Michael Myers,1995,87,"Horror, Thriller",4.7,Joe Chappelle,"39,712",$15.12M
Freddy's Dead: The Final Nightmare,1991,89,"Fantasy, Horror",4.7,Rachel Talalay,"48,694",$34.87M
Pulse I,2006,90,"Horror, Sci-Fi, Thriller",4.7,Jim Sonzero,"30,021",$20.26M
Death Note I,2017,101,"Crime, Drama, Fantasy",4.6,Adam Wingard,"87,627",
Aliens vs. Predator: Requiem,2007,94,"Action, Adventure, Horror",4.6,Colin Strause,"1,29,458",$41.80M
Psycho,1998,105,"Horror, Mystery, Thriller",4.6,Gus Van Sant,"49,550",$21.46M
Paranormal Activity 4,2012,88,"Horror, Mystery",4.6,Henry Joost,"68,431",$53.92M
The Pyramid,2014,89,"Horror, Mystery, Thriller",4.6,Grégory Levasseur,"25,483",$2.76M
Black Christmas,2006,95,Horror,4.6,Glen Morgan,"28,952",$16.24M
Paranormal Activity: The Ghost Dimension,2015,88,"Horror, Mystery",4.6,Gregory Plotkin,"29,413",$18.30M
The Island of Dr. Moreau,1996,96,"Horror, Sci-Fi, Thriller",4.5,John Frankenheimer,"34,527",$27.66M
Ouija II,2014,89,"Horror, Mystery, Thriller",4.5,Stiles White,"54,888",$50.86M
Rings,2017,102,"Drama, Horror, Mystery",4.5,F. Javier Gutiérrez,"41,974",$27.79M
Species II,1998,93,"Action, Horror, Sci-Fi",4.5,Peter Medak,"30,268",$19.17M
Friday the 13th Part VIII: Jason Takes Manhattan,1989,100,"Adventure, Horror, Thriller",4.5,Rob Hedden,"40,404",$14.34M
The Human Centipede (First Sequence),2009,92,Horror,4.4,Tom Six,"82,947",$0.18M
Jason X,2001,92,"Action, Horror, Sci-Fi",4.4,James Isaac,"58,799",$13.12M
Cell I,2016,98,"Action, Adventure, Horror",4.4,Tod Williams,"29,193",
The Grudge I,2020,94,"Fantasy, Horror",4.4,Nicolas Pesce,"27,873",
The Bye Bye Man,2017,96,"Drama, Fantasy, Horror",4.3,Stacy Title,"25,127",$22.38M
Boogeyman,2005,89,"Drama, Horror, Mystery",4.2,Stephen Kay,"31,868",$46.75M
The Devil Inside,2012,83,Horror,4.2,William Brent Bell,"36,661",$53.26M
Jason Goes to Hell: The Final Friday,1993,87,"Fantasy, Horror, Thriller",4.1,Adam Marcus,"34,519",$15.94M
Shark Night,2011,90,"Action, Adventure, Horror",4,David R. Ellis,"26,648",$18.87M
One Missed Call,2008,87,"Horror, Mystery",4,Eric Valette,"33,249",$26.88M
Book of Shadows: Blair Witch 2,2000,90,"Adventure, Fantasy, Horror",4,Joe Berlinger,"39,110",$26.44M
Prom Night I,2008,88,Horror,3.9,Nelson McCormick,"36,982",$43.87M
Halloween: Resurrection,2002,90,"Horror, Thriller",3.9,Rick Rosenthal,"46,928",$30.35M
Plan 9 from Outer Space,1957,79,"Horror, Sci-Fi",3.9,Edward D. Wood Jr.,"39,496",
Piranha 3DD,2012,83,"Comedy, Horror, Sci-Fi",3.8,John Gulager,"44,248",$0.38M
The Human Centipede 2 (Full Sequence),2011,91,Horror,3.8,Tom Six,"40,950",$0.12M
The Wicker Man,2006,102,"Horror, Mystery, Thriller",3.8,Neil LaBute,"69,700",$23.64M
Exorcist II: The Heretic,1977,117,Horror,3.8,John Boorman,"25,949",$30.75M
Jaws 3-D,1983,99,"Adventure, Horror, Thriller",3.7,Joe Alves,"46,082",$45.52M
The Fog,2005,100,"Horror, Mystery",3.7,Rupert Wainwright,"38,246",$29.51M
I Know Who Killed Me,2007,105,"Horror, Mystery, Thriller",3.6,Chris Sivertson,"30,446",$7.50M
Scary Movie V,2013,86,"Comedy, Horror",3.5,Malcolm D. Lee,"74,534",$32.02M
Vampires Suck,2010,82,"Comedy, Horror",3.4,Jason Friedberg,"50,206",$36.66M
The Open House,2018,94,"Horror, Thriller",3.3,Matt Angel,"35,819",
Slender Man I,2018,93,"Horror, Mystery, Thriller",3.2,Sylvain White,"36,238",$30.57M
Jaws: The Revenge,1987,89,"Adventure, Horror, Thriller",3,Joseph Sargent,"47,708",$20.76M
BloodRayne,2005,95,"Action, Fantasy, Horror",3,Uwe Boll,"36,527",$2.41M
Troll 2,1990,95,"Comedy, Fantasy, Horror",2.9,Claudio Fragasso,"33,908",
Laxmii,2020,141,"Action, Comedy, Horror",2.5,Raghava Lawrence,"58,053",
Alone in the Dark,2005,96,"Action, Horror, Sci-Fi",2.4,Uwe Boll,"46,403",$5.18M
House of the Dead,2003,90,"Action, Adventure, Horror",2.1,Uwe Boll,"38,041",$10.25M
Manos: The Hands of Fate,1966,70,Horror,1.6,Harold P. Warren,"37,060",
